날짜,회사명,시가,최고가,최저가,종가,거래량
2021년 4월 26일,SK하이닉스,132500₩,132500₩,130500₩,131500₩,2904879₩
2021년 4월 26일,삼성전자,82900₩,83500₩,82600₩,83500₩,15489938₩
2021년 4월 26일,NVIDIA,15.1542$,15.4476$,15.0943$,15.4466$,4944927$
2021년 4월 27일,AMD,85.6700$,87.1500$,85.1300$,85.2100$,61909865$
2021년 4월 27일,NVIDIA,15.5469$,15.6387$,15.3233$,15.3505$,4114325$
2021년 4월 27일,삼성전자,83200₩,83300₩,82500₩,82900₩,12941533₩
2021년 4월 27일,SK하이닉스,133000₩,136000₩,132500₩,135000₩,3394650₩
2021년 4월 28일,AMD,88.8500$,89.2000$,83.9200$,84.0200$,108920306$
2021년 4월 28일,NVIDIA,15.3333$,15.5007$,15.1846$,15.2457$,5235405$
2021년 4월 28일,삼성전자,83200₩,83200₩,82100₩,82100₩,15596759₩
2021년 4월 28일,SK하이닉스,134500₩,135000₩,130000₩,130000₩,5596760₩
2021년 4월 29일,AMD,84.7000$,85.2700$,82.6300$,83.9100$,51294528$
2021년 4월 29일,SK하이닉스,132000₩,133000₩,129000₩,130000₩,3738266₩
2021년 4월 29일,NVIDIA,15.3687$,15.4051$,15.0409$,15.2936$,4329912$
2021년 4월 29일,삼성전자,82400₩,82500₩,81500₩,81700₩,20000972₩
2021년 4월 30일,NVIDIA,15.1437$,15.3338$,14.9665$,14.9790$,5047752$
2021년 4월 30일,AMD,82.9700$,84.1000$,81.4150$,81.6200$,46601858$
2021년 4월 30일,삼성전자,81900₩,82100₩,81500₩,81500₩,18673196₩
2021년 4월 30일,SK하이닉스,130000₩,130500₩,126500₩,128000₩,3955947₩
2021년 5월 3일,NVIDIA,15.0943$,15.2158$,14.7575$,14.8066$,5097796$
2021년 5월 3일,삼성전자,81000₩,82400₩,81000₩,81700₩,15710336₩
2021년 5월 3일,AMD,81.9700$,82.0000$,78.4600$,78.5500$,66323268$
2021년 5월 3일,SK하이닉스,127500₩,132500₩,127000₩,131500₩,4085398₩
2021년 5월 4일,AMD,77.9500$,78.6700$,77.0400$,78.6100$,59194328$
2021년 5월 4일,NVIDIA,14.6075$,14.6078$,13.9818$,14.3221$,10133120$
2021년 5월 4일,삼성전자,81900₩,82600₩,81800₩,82600₩,12532550₩
2021년 5월 4일,SK하이닉스,130500₩,132000₩,129000₩,132000₩,2547004₩
2021년 5월 5일,AMD,79.0500$,79.3000$,77.3600$,77.8300$,42310154$
2021년 5월 5일,NVIDIA,14.6791$,14.7834$,14.3583$,14.4291$,7300576$
2021년 5월 6일,AMD,77.6300$,78.0599$,76.4700$,77.8900$,38661325$
2021년 5월 6일,NVIDIA,14.4658$,14.5417$,14.1892$,14.4935$,4834523$
2021년 5월 6일,삼성전자,81700₩,82300₩,81700₩,82300₩,17047512₩
2021년 5월 6일,SK하이닉스,130000₩,130500₩,128000₩,129000₩,4211535₩
2021년 5월 7일,SK하이닉스,128000₩,131000₩,127000₩,129500₩,3450323₩
2021년 5월 7일,AMD,78.7500$,79.5718$,78.2200$,78.8100$,36954179$
2021년 5월 7일,NVIDIA,14.7782$,14.9403$,14.6419$,14.7822$,5733183$
2021년 5월 7일,삼성전자,81800₩,82100₩,81500₩,81900₩,14154882₩
2021년 5월 10일,AMD,78.2000$,78.3000$,75.9200$,75.9900$,45134490$
2021년 5월 10일,삼성전자,82300₩,83500₩,81800₩,83200₩,19385028₩
2021년 5월 10일,NVIDIA,14.7572$,14.7759$,14.2211$,14.2368$,6722595$
2021년 5월 10일,SK하이닉스,131000₩,131000₩,128500₩,130000₩,3067077₩
2021년 5월 11일,AMD,73.5700$,76.9300$,72.7500$,76.8300$,51008239$
2021년 5월 11일,SK하이닉스,127000₩,127500₩,122000₩,123000₩,9882491₩
2021년 5월 11일,삼성전자,82500₩,82600₩,81100₩,81200₩,28996680₩
2021년 5월 11일,NVIDIA,13.7969$,14.3256$,13.7221$,14.2772$,7139634$
2021년 5월 12일,AMD,75.0900$,76.1300$,74.1600$,74.6400$,42531423$
2021년 5월 12일,삼성전자,80800₩,81200₩,79800₩,80000₩,35812268₩
2021년 5월 12일,SK하이닉스,123000₩,123500₩,119000₩,119500₩,8272196₩
2021년 5월 12일,NVIDIA,13.9810$,14.2313$,13.6814$,13.7306$,7585233$
2021년 5월 13일,AMD,75.2100$,75.7000$,72.5000$,73.0900$,48646754$
2021년 5월 13일,SK하이닉스,116000₩,118500₩,115500₩,117500₩,6042025₩
2021년 5월 13일,NVIDIA,14.0052$,14.0522$,13.4317$,13.6375$,7143187$
2021년 5월 13일,삼성전자,78900₩,79600₩,78400₩,78500₩,31490096₩
2021년 5월 14일,삼성전자,79000₩,80300₩,78900₩,80100₩,16450920₩
2021년 5월 14일,AMD,74.0200$,75.0274$,72.7200$,74.5900$,38355787$
2021년 5월 14일,SK하이닉스,118500₩,120000₩,118000₩,118500₩,3227201₩
2021년 5월 14일,NVIDIA,13.8618$,14.2990$,13.7206$,14.2141$,6465375$
2021년 5월 17일,삼성전자,80800₩,80900₩,79200₩,79600₩,17740856₩
2021년 5월 17일,AMD,74.2150$,75.5200$,73.4100$,74.6500$,40779244$
2021년 5월 17일,NVIDIA,14.1282$,14.1405$,13.8254$,14.1367$,5424521$
2021년 5월 17일,SK하이닉스,120000₩,120000₩,117000₩,117500₩,3110127₩
2021년 5월 18일,SK하이닉스,117500₩,122000₩,117500₩,121000₩,3470048₩
2021년 5월 18일,AMD,74.7400$,75.7699$,74.2400$,74.4400$,31982482$
2021년 5월 18일,삼성전자,79600₩,80000₩,79100₩,79600₩,17494408₩
2021년 5월 18일,NVIDIA,14.2380$,14.3750$,13.9756$,13.9873$,4656356$
2021년 5월 19일,NVIDIA,13.5389$,14.0509$,13.5157$,14.0372$,8599984$
2021년 5월 19일,AMD,73.1600$,76.9700$,72.7600$,76.2300$,73966162$
2021년 5월 20일,삼성전자,79400₩,79700₩,79100₩,79500₩,16541828₩
2021년 5월 20일,SK하이닉스,121000₩,124000₩,119500₩,122500₩,4600751₩
2021년 5월 20일,NVIDIA,14.2734$,14.6540$,14.2415$,14.5828$,8039798$
2021년 5월 20일,AMD,76.8100$,78.2700$,76.2500$,78.0600$,49135012$
2021년 5월 21일,삼성전자,80100₩,81500₩,79800₩,80100₩,20961714₩
2021년 5월 21일,SK하이닉스,124500₩,125500₩,121000₩,122500₩,4062695₩
2021년 5월 21일,AMD,78.5500$,78.8100$,77.0400$,77.1700$,40201088$
2021년 5월 21일,NVIDIA,15.1330$,15.1911$,14.8392$,14.9613$,16824800$
2021년 5월 24일,NVIDIA,15.1816$,15.7130$,15.1452$,15.5803$,13870405$
2021년 5월 24일,SK하이닉스,122000₩,122500₩,119000₩,119500₩,3188734₩
2021년 5월 24일,삼성전자,80100₩,80400₩,79500₩,79700₩,13398666₩
2021년 5월 24일,AMD,77.2600$,78.0100$,76.8000$,77.4400$,33194287$
2021년 5월 25일,NVIDIA,15.7340$,15.7864$,15.4511$,15.6160$,10885172$
2021년 5월 25일,SK하이닉스,121500₩,123000₩,120500₩,123000₩,3258364₩
2021년 5월 25일,AMD,77.3300$,78.7700$,76.8365$,77.8600$,47353101$
2021년 5월 25일,삼성전자,80000₩,80400₩,79800₩,79900₩,13628942₩
2021년 5월 26일,NVIDIA,15.7023$,15.7617$,15.5546$,15.6681$,9260966$
2021년 5월 26일,AMD,77.8300$,78.5900$,77.5900$,78.3400$,30353997$
2021년 5월 26일,삼성전자,80400₩,80500₩,79700₩,79800₩,11984359₩
2021년 5월 26일,SK하이닉스,124000₩,124500₩,122000₩,123000₩,3015522₩
2021년 5월 27일,삼성전자,80000₩,80000₩,79100₩,79600₩,23198510₩
2021년 5월 27일,NVIDIA,15.6679$,15.7180$,15.4286$,15.4565$,14536880$
2021년 5월 27일,AMD,78.1100$,78.4300$,77.4700$,78.4200$,35883219$
2021년 5월 27일,SK하이닉스,124500₩,126000₩,123000₩,125500₩,4539067₩
2021년 5월 28일,삼성전자,79800₩,80400₩,79400₩,80100₩,12360199₩
2021년 5월 28일,SK하이닉스,126500₩,126500₩,124000₩,125000₩,2332971₩
2021년 5월 28일,AMD,78.6600$,81.0900$,78.6600$,80.0800$,40952663$
2021년 5월 28일,NVIDIA,15.4695$,16.2444$,15.4695$,16.2115$,16113390$
2021년 5월 31일,삼성전자,80300₩,80600₩,79600₩,80500₩,13321324₩
2021년 5월 31일,SK하이닉스,126000₩,127000₩,124000₩,127000₩,2448074₩
2021년 6월 1일,SK하이닉스,127000₩,129000₩,126000₩,128500₩,2819179₩
2021년 6월 1일,NVIDIA,16.2370$,16.3548$,15.8709$,16.2315$,11820075$
2021년 6월 1일,AMD,81.0100$,82.9100$,80.6600$,80.8100$,43433042$
2021년 6월 1일,삼성전자,80500₩,81300₩,80100₩,80600₩,14058401₩
2021년 6월 2일,AMD,81.0000$,82.6000$,80.6600$,81.9700$,35203224$
2021년 6월 2일,삼성전자,80400₩,81400₩,80300₩,80800₩,16414644₩
2021년 6월 2일,NVIDIA,16.2192$,16.8845$,16.2025$,16.7442$,14854189$
2021년 6월 2일,SK하이닉스,128500₩,129000₩,125500₩,126000₩,2885654₩
2021년 6월 3일,삼성전자,81300₩,83000₩,81100₩,82800₩,29546008₩
2021년 6월 3일,AMD,81.1300$,81.8900$,80.2600$,80.2800$,29811969$
2021년 6월 3일,NVIDIA,16.6668$,17.2239$,16.5493$,16.9353$,14500170$
2021년 6월 3일,SK하이닉스,127000₩,130000₩,126500₩,129000₩,3353993₩
2021년 6월 4일,삼성전자,82700₩,82700₩,81500₩,82200₩,18112260₩
2021년 6월 4일,AMD,80.9200$,82.1900$,80.8100$,81.5800$,26387799$
2021년 6월 4일,NVIDIA,17.0777$,17.6251$,17.0608$,17.5425$,15428007$
2021년 6월 4일,SK하이닉스,127500₩,129000₩,126500₩,128500₩,2555891₩
2021년 6월 7일,삼성전자,82700₩,82800₩,81600₩,81900₩,16496197₩
2021년 6월 7일,AMD,81.4000$,81.6800$,80.3800$,81.3500$,29006782$
2021년 6월 7일,SK하이닉스,129500₩,130000₩,128000₩,128500₩,2562918₩
2021년 6월 7일,NVIDIA,17.5355$,17.7763$,17.1578$,17.5832$,14393873$
2021년 6월 8일,SK하이닉스,127000₩,127500₩,125000₩,127500₩,4194955₩
2021년 6월 8일,NVIDIA,17.4916$,17.5858$,17.2160$,17.4215$,8096169$
2021년 6월 8일,삼성전자,82300₩,82600₩,81800₩,81900₩,12781226₩
2021년 6월 8일,AMD,81.8700$,82.6450$,80.4500$,80.8900$,26956625$
2021년 6월 9일,AMD,81.0900$,81.6770$,79.8000$,79.9600$,28454646$
2021년 6월 9일,NVIDIA,17.4842$,17.5433$,17.2246$,17.3270$,9541437$
2021년 6월 9일,SK하이닉스,125500₩,126000₩,122500₩,122500₩,6087592₩
2021년 6월 9일,삼성전자,81500₩,82000₩,81100₩,81100₩,14908823₩
2021년 6월 10일,삼성전자,81300₩,81400₩,80900₩,81000₩,17586996₩
2021년 6월 10일,SK하이닉스,122500₩,124000₩,120500₩,123000₩,4533076₩
2021년 6월 10일,NVIDIA,17.3187$,17.4605$,17.1450$,17.3936$,7194261$
2021년 6월 10일,AMD,80.0200$,81.7100$,79.7000$,81.5600$,28606356$
2021년 6월 11일,삼성전자,81200₩,81700₩,80700₩,81000₩,14087962₩
2021년 6월 11일,NVIDIA,17.4480$,17.9069$,17.4123$,17.7931$,10407691$
2021년 6월 11일,SK하이닉스,124500₩,128500₩,124000₩,128000₩,4868608₩
2021년 6월 11일,AMD,81.6100$,82.3300$,80.7000$,81.3100$,24310894$
2021년 6월 14일,NVIDIA,17.8737$,18.0070$,17.6309$,17.9863$,8034357$
2021년 6월 14일,SK하이닉스,127000₩,127500₩,125500₩,127000₩,2022730₩
2021년 6월 14일,AMD,81.5100$,81.5500$,80.2000$,81.5500$,27830243$
2021년 6월 14일,삼성전자,80800₩,80900₩,80500₩,80500₩,10550078₩
2021년 6월 15일,AMD,81.5900$,81.6800$,80.2250$,80.4700$,26194342$
2021년 6월 15일,SK하이닉스,128500₩,129500₩,128000₩,128500₩,1975082₩
2021년 6월 15일,삼성전자,80900₩,81200₩,80600₩,80900₩,10075685₩
2021년 6월 15일,NVIDIA,17.8827$,17.9838$,17.6960$,17.7564$,6075761$
2021년 6월 16일,SK하이닉스,128000₩,129500₩,127000₩,129500₩,1893752₩
2021년 6월 16일,삼성전자,81500₩,81900₩,81100₩,81800₩,14999855₩
2021년 6월 16일,NVIDIA,17.7587$,17.9223$,17.5527$,17.7781$,7678065$
2021년 6월 16일,AMD,80.7500$,81.4500$,78.9600$,80.1100$,29598309$
2021년 6월 17일,AMD,80.7700$,85.3700$,80.5700$,84.5600$,77822823$
2021년 6월 17일,SK하이닉스,127000₩,128000₩,126000₩,126500₩,2123793₩
2021년 6월 17일,삼성전자,81100₩,81300₩,80700₩,80900₩,14007385₩
2021년 6월 17일,NVIDIA,17.7425$,18.8010$,17.7242$,18.6236$,20241372$
2021년 6월 18일,AMD,84.2800$,85.7700$,83.4800$,84.6500$,58736805$
2021년 6월 18일,삼성전자,81100₩,81100₩,80500₩,80500₩,14916721₩
2021년 6월 18일,SK하이닉스,127500₩,127500₩,124500₩,124500₩,2506112₩
2021년 6월 18일,NVIDIA,18.7501$,19.3401$,18.5505$,18.6052$,24221357$
2021년 6월 21일,AMD,83.4900$,84.1900$,82.2100$,82.5900$,44417112$
2021년 6월 21일,NVIDIA,18.4020$,18.5031$,17.7905$,18.3940$,16809554$
2021년 6월 21일,삼성전자,79700₩,80000₩,79600₩,79900₩,16063340₩
2021년 6월 21일,SK하이닉스,121000₩,123000₩,120500₩,122000₩,3275288₩
2021년 6월 22일,SK하이닉스,122500₩,123500₩,122000₩,122000₩,2179712₩
2021년 6월 22일,NVIDIA,18.4382$,18.9296$,18.3527$,18.8527$,14503639$
2021년 6월 22일,AMD,82.9000$,84.0400$,82.4800$,83.5800$,32107700$
2021년 6월 22일,삼성전자,80200₩,80300₩,79900₩,80000₩,11773365₩
2021년 6월 23일,SK하이닉스,122500₩,124500₩,122000₩,124000₩,2703658₩
2021년 6월 23일,AMD,83.8300$,84.4850$,83.1603$,83.8200$,25992435$
2021년 6월 23일,NVIDIA,18.9735$,19.1182$,18.8737$,19.0229$,8308926$
2021년 6월 23일,삼성전자,80500₩,80600₩,79900₩,80100₩,13856548₩
2021년 6월 24일,SK하이닉스,124000₩,126500₩,123500₩,126000₩,2646407₩
2021년 6월 24일,AMD,84.3900$,87.1399$,84.3650$,86.1000$,42217665$
2021년 6월 24일,NVIDIA,19.1931$,19.3850$,19.0538$,19.1709$,8023060$
2021년 6월 24일,삼성전자,80400₩,81400₩,80100₩,81200₩,18771080₩
2021년 6월 25일,삼성전자,81500₩,81900₩,81200₩,81600₩,13481405₩
2021년 6월 25일,SK하이닉스,128000₩,129000₩,127500₩,128500₩,2531018₩
2021년 6월 25일,AMD,86.3400$,86.3600$,85.1000$,85.6200$,27804535$
2021년 6월 25일,NVIDIA,19.2457$,19.3106$,18.8603$,18.9967$,6959148$
2021년 6월 28일,SK하이닉스,129000₩,129500₩,126000₩,126000₩,2402730₩
2021년 6월 28일,NVIDIA,19.3264$,20.0426$,19.2842$,19.9490$,12385914$
2021년 6월 28일,AMD,86.3800$,88.0000$,86.1500$,87.0800$,30262042$
2021년 6월 28일,삼성전자,81700₩,82000₩,81600₩,81900₩,11578529₩
2021년 6월 29일,SK하이닉스,127500₩,128000₩,125000₩,125000₩,2211572₩
2021년 6월 29일,삼성전자,81900₩,82100₩,80800₩,81000₩,15744317₩
2021년 6월 29일,AMD,87.4100$,90.3000$,86.6600$,89.5200$,46181000$
2021년 6월 29일,NVIDIA,19.8467$,20.0625$,19.6214$,19.9907$,9190846$
2021년 6월 30일,NVIDIA,19.9631$,20.1262$,19.8279$,19.9664$,8164154$
2021년 6월 30일,삼성전자,81100₩,81400₩,80700₩,80700₩,13288643₩
2021년 6월 30일,AMD,90.8200$,94.3350$,90.6000$,93.9300$,70721525$
2021년 6월 30일,SK하이닉스,126500₩,129500₩,126000₩,127500₩,4346027₩
2021년 7월 1일,삼성전자,80500₩,80600₩,80000₩,80100₩,13382882₩
2021년 7월 1일,NVIDIA,20.0887$,20.4191$,19.9829$,20.1756$,12003374$
2021년 7월 1일,AMD,94.0400$,94.1750$,91.7000$,93.3100$,58059019$
2021년 7월 1일,SK하이닉스,127500₩,128000₩,124000₩,124500₩,3336174₩
2021년 7월 2일,SK하이닉스,122500₩,123500₩,121500₩,122500₩,3983921₩
2021년 7월 2일,AMD,93.2800$,95.2700$,92.2050$,94.7000$,51342975$
2021년 7월 2일,NVIDIA,20.4033$,20.4683$,20.2512$,20.4501$,8584917$
2021년 7월 2일,삼성전자,80000₩,80400₩,79900₩,80000₩,8753097₩
2021년 7월 5일,SK하이닉스,123500₩,124500₩,122500₩,123000₩,1632551₩
2021년 7월 5일,삼성전자,80100₩,80800₩,80000₩,80400₩,8330969₩
2021년 7월 6일,삼성전자,80600₩,81200₩,80500₩,81200₩,12131651₩
2021년 7월 6일,SK하이닉스,124000₩,126000₩,123500₩,125000₩,2067135₩
2021년 7월 6일,NVIDIA,20.7001$,20.8044$,20.3136$,20.6612$,11167687$
2021년 7월 6일,AMD,94.8750$,95.4100$,93.3200$,94.4700$,44930119$
2021년 7월 7일,AMD,95.0200$,95.4400$,90.3100$,90.5400$,51498481$
2021년 7월 7일,SK하이닉스,125000₩,125500₩,122500₩,123500₩,2229140₩
2021년 7월 7일,NVIDIA,20.8159$,20.8374$,20.2954$,20.3350$,10460682$
2021년 7월 7일,삼성전자,81200₩,81300₩,80300₩,80800₩,15992202₩
2021년 7월 8일,SK하이닉스,123500₩,123500₩,121000₩,121500₩,3165552₩
2021년 7월 8일,NVIDIA,19.8207$,20.0967$,19.6652$,19.8669$,12582492$
2021년 7월 8일,AMD,87.8600$,90.3399$,87.4500$,89.7400$,45673454$
2021년 7월 8일,삼성전자,81100₩,81200₩,79900₩,79900₩,16660998₩
2021년 7월 9일,AMD,90.0400$,91.2600$,88.5300$,90.9000$,35278416$
2021년 7월 9일,삼성전자,79600₩,79800₩,79000₩,79400₩,22720576₩
2021년 7월 9일,NVIDIA,19.9265$,20.0439$,19.7186$,20.0141$,7415567$
2021년 7월 9일,SK하이닉스,120500₩,120500₩,118000₩,119500₩,4823577₩
2021년 7월 12일,삼성전자,79900₩,80000₩,79500₩,79700₩,9768108₩
2021년 7월 12일,NVIDIA,20.2035$,20.4957$,20.1514$,20.4755$,8049619$
2021년 7월 12일,AMD,91.2200$,91.9000$,89.6500$,90.8100$,28526559$
2021년 7월 12일,SK하이닉스,121000₩,122000₩,119500₩,120000₩,2477201₩
2021년 7월 13일,삼성전자,80000₩,80200₩,79800₩,79800₩,9863450₩
2021년 7월 13일,AMD,90.4800$,91.4100$,89.8299$,90.2600$,30367595$
2021년 7월 13일,SK하이닉스,121000₩,123500₩,121000₩,123000₩,2879072₩
2021년 7월 13일,NVIDIA,20.3637$,20.4244$,20.0777$,20.2135$,7267658$
2021년 7월 14일,AMD,90.7600$,91.3950$,88.9400$,89.0500$,28108505$
2021년 7월 14일,SK하이닉스,122500₩,124000₩,121500₩,123500₩,2443087₩
2021년 7월 14일,NVIDIA,20.3211$,20.3809$,19.7171$,19.8057$,9502480$
2021년 7월 14일,삼성전자,79400₩,79600₩,79100₩,79500₩,11575636₩
2021년 7월 15일,AMD,89.7800$,89.7800$,86.1801$,86.9300$,38944741$
2021년 7월 15일,삼성전자,79800₩,80600₩,79500₩,80600₩,13766279₩
2021년 7월 15일,SK하이닉스,123500₩,124000₩,122500₩,123500₩,1500981₩
2021년 7월 15일,NVIDIA,19.7760$,19.8112$,18.8245$,18.9321$,13764113$
2021년 7월 16일,NVIDIA,18.9962$,19.1226$,18.0404$,18.1283$,17205566$
2021년 7월 16일,AMD,87.3200$,88.0300$,85.6800$,85.8900$,35860740$
2021년 7월 16일,SK하이닉스,122000₩,122500₩,120500₩,121500₩,2905546₩
2021년 7월 16일,삼성전자,80100₩,80100₩,79500₩,79800₩,10859399₩
2021년 7월 19일,NVIDIA,17.8830$,19.0077$,17.8333$,18.7459$,18726469$
2021년 7월 19일,SK하이닉스,119000₩,120000₩,118500₩,119000₩,2066638₩
2021년 7월 19일,삼성전자,79100₩,79200₩,78800₩,79000₩,13155414₩
2021년 7월 19일,AMD,84.9900$,87.2294$,84.2400$,86.5800$,39244796$
2021년 7월 20일,SK하이닉스,117500₩,119500₩,117500₩,118500₩,2070074₩
2021년 7월 20일,AMD,87.0900$,87.7700$,85.1650$,87.1100$,28088956$
2021년 7월 20일,삼성전자,78500₩,79000₩,78400₩,79000₩,12456646₩
2021년 7월 20일,NVIDIA,18.6962$,18.8040$,18.1313$,18.5785$,43468654$
2021년 7월 21일,삼성전자,79000₩,79100₩,78500₩,78500₩,12355296₩
2021년 7월 21일,SK하이닉스,119500₩,120000₩,116500₩,117000₩,2864601₩
2021년 7월 21일,AMD,87.2500$,89.4900$,86.9000$,89.4100$,29469864$
2021년 7월 21일,NVIDIA,18.8480$,19.4918$,18.7082$,19.3750$,37101736$
2021년 7월 22일,AMD,89.4000$,91.3600$,89.0800$,91.2100$,33730078$
2021년 7월 22일,삼성전자,79000₩,79800₩,78900₩,79700₩,12618790₩
2021년 7월 22일,SK하이닉스,118000₩,120000₩,118000₩,119500₩,1919233₩
2021년 7월 22일,NVIDIA,19.6066$,19.8512$,19.2413$,19.5587$,32382595$
2021년 7월 23일,삼성전자,79700₩,79900₩,79200₩,79300₩,9098910₩
2021년 7월 23일,NVIDIA,19.6209$,19.6645$,19.2153$,19.5227$,19567198$
2021년 7월 23일,SK하이닉스,118500₩,119000₩,117500₩,118500₩,1747651₩
2021년 7월 23일,AMD,91.3484$,92.3700$,90.1900$,92.1500$,31708899$
2021년 7월 26일,NVIDIA,19.2762$,19.4070$,18.8799$,19.2592$,20394316$
2021년 7월 26일,SK하이닉스,119500₩,120000₩,117000₩,117000₩,1836657₩
2021년 7월 26일,AMD,92.0100$,92.7500$,91.1200$,91.8200$,27668459$
2021년 7월 26일,삼성전자,79400₩,79500₩,78800₩,78800₩,10040975₩
2021년 7월 27일,NVIDIA,19.2303$,19.5866$,18.7072$,19.1734$,24886258$
2021년 7월 27일,AMD,92.9400$,94.1000$,89.1000$,91.0300$,69427021$
2021년 7월 27일,삼성전자,79200₩,79400₩,78500₩,78500₩,11427693₩
2021년 7월 27일,SK하이닉스,118000₩,119000₩,116000₩,116000₩,2916330₩
2021년 7월 28일,NVIDIA,19.2844$,19.6106$,18.9608$,19.4678$,20219115$
2021년 7월 28일,삼성전자,78300₩,79200₩,78100₩,79200₩,12743417₩
2021년 7월 28일,SK하이닉스,115000₩,115500₩,112500₩,114000₩,6033084₩
2021년 7월 28일,AMD,93.4400$,98.7100$,89.6500$,97.9300$,140561028$
2021년 7월 29일,삼성전자,78800₩,79400₩,78800₩,79000₩,14360453₩
2021년 7월 29일,SK하이닉스,115000₩,115500₩,113000₩,114000₩,3054699₩
2021년 7월 29일,AMD,96.5800$,105.7400$,96.5800$,102.9500$,164091761$
2021년 7월 29일,NVIDIA,19.4838$,19.8172$,19.2932$,19.6266$,19078088$
2021년 7월 30일,NVIDIA,19.3830$,19.5946$,19.2283$,19.4639$,18349746$
2021년 7월 30일,삼성전자,78900₩,78900₩,78500₩,78500₩,13823411₩
2021년 7월 30일,AMD,101.6000$,106.9700$,101.3800$,106.1900$,125632018$
2021년 7월 30일,SK하이닉스,114000₩,114000₩,112500₩,112500₩,2888566₩
2021년 8월 2일,SK하이닉스,113500₩,117000₩,113000₩,116000₩,4276730₩
2021년 8월 2일,NVIDIA,19.6645$,19.9250$,19.3261$,19.7144$,21744397$
2021년 8월 2일,AMD,105.9300$,110.3300$,103.8300$,108.6300$,115581854$
2021년 8월 2일,삼성전자,79200₩,79500₩,78700₩,79300₩,11739124₩
2021년 8월 3일,SK하이닉스,118000₩,120500₩,117000₩,120000₩,4396423₩
2021년 8월 3일,AMD,108.1500$,114.8500$,107.6600$,112.5600$,157723142$
2021년 8월 3일,NVIDIA,19.7044$,20.1855$,19.1854$,19.7793$,30181074$
2021년 8월 3일,삼성전자,79400₩,81400₩,79300₩,81400₩,24339360₩
2021년 8월 4일,AMD,114.3600$,122.4900$,114.1600$,118.7700$,225368699$
2021년 8월 4일,NVIDIA,19.9540$,20.2814$,19.7923$,20.2375$,23130940$
2021년 8월 4일,삼성전자,82200₩,83100₩,81800₩,82900₩,25642368₩
