날짜,회사명,시가,최고가,최저가,종가,거래량
2024-05-20,SK하이닉스,192300₩,193200₩,188600₩,190100₩,3592128₩
2024-05-20,NVIDIA,93.7423$,95.1922$,93.4323$,94.7722$,31876446$
2024-05-21,삼성전자,78500₩,79000₩,78200₩,78400₩,13690583₩
2024-05-21,AMD,164.0000$,165.8300$,163.1000$,164.6600$,30005478$
2024-05-21,SK하이닉스,193400₩,193500₩,191200₩,192000₩,2468109₩
2024-05-21,NVIDIA,93.5913$,95.3922$,93.1724$,95.3782$,32894646$
2024-05-22,SK하이닉스,191900₩,197700₩,190900₩,197700₩,3949439₩
2024-05-22,NVIDIA,95.4512$,96.0121$,93.2414$,94.9422$,54864799$
2024-05-22,AMD,167.4100$,169.8148$,163.8600$,165.5200$,47426719$
2024-05-22,삼성전자,78100₩,78700₩,77300₩,77700₩,19521506₩
2024-05-23,삼성전자,77700₩,79100₩,77100₩,78300₩,18728088₩
2024-05-23,AMD,170.1800$,173.1400$,158.2700$,160.4300$,91888841$
2024-05-23,SK하이닉스,203500₩,204000₩,198200₩,200000₩,4681849₩
2024-05-23,NVIDIA,102.0196$,106.3113$,101.5117$,103.7905$,83506528$
2024-05-24,AMD,161.4120$,167.6600$,160.2500$,166.3600$,54868646$
2024-05-24,SK하이닉스,199800₩,202500₩,197500₩,198600₩,3793872₩
2024-05-24,삼성전자,76800₩,77000₩,75700₩,75900₩,27891278₩
2024-05-24,NVIDIA,104.4404$,106.4663$,102.9916$,106.4603$,42949367$
2024-05-27,SK하이닉스,203500₩,209000₩,199100₩,201500₩,4774882₩
2024-05-27,삼성전자,75300₩,78200₩,74000₩,77200₩,43825200₩
2024-05-28,AMD,169.4200$,174.5500$,164.9600$,171.6100$,66495414$
2024-05-28,SK하이닉스,202500₩,205500₩,200500₩,202500₩,2084945₩
2024-05-28,삼성전자,76500₩,78000₩,76200₩,77600₩,18539072₩
2024-05-28,NVIDIA,110.2350$,114.9296$,109.8740$,113.8917$,65272789$
2024-05-29,NVIDIA,113.0407$,115.4825$,110.8919$,114.8156$,55744193$
2024-05-29,SK하이닉스,210000₩,210000₩,200500₩,202500₩,3073139₩
2024-05-29,삼성전자,77700₩,78200₩,75200₩,75200₩,30244876₩
2024-05-29,AMD,167.4600$,168.4800$,162.9100$,165.1400$,56537503$
2024-05-30,SK하이닉스,202500₩,202500₩,195700₩,195700₩,2402236₩
2024-05-30,NVIDIA,114.6406$,115.8097$,109.6540$,110.4909$,48735033$
2024-05-30,삼성전자,74800₩,75200₩,73500₩,73500₩,28551272₩
2024-05-30,AMD,167.9000$,168.7469$,163.8000$,166.7500$,46479934$
2024-05-31,NVIDIA,112.5108$,112.7078$,106.9312$,109.6240$,61326250$
2024-05-31,AMD,166.6500$,169.5000$,160.0700$,166.9000$,64331946$
2024-05-31,SK하이닉스,194400₩,195200₩,188200₩,189200₩,5958829₩
2024-05-31,삼성전자,74500₩,74700₩,73500₩,73500₩,26198776₩
2024-06-03,삼성전자,74400₩,76400₩,74200₩,75700₩,15706268₩
2024-06-03,NVIDIA,113.6117$,114.9906$,111.9938$,114.9906$,43839176$
2024-06-03,AMD,170.8200$,171.0800$,160.9101$,163.5500$,59157590$
2024-06-03,SK하이닉스,189500₩,194600₩,188200₩,194200₩,2982443₩
2024-06-04,NVIDIA,115.7065$,116.5904$,114.0356$,116.4275$,40332401$
2024-06-04,SK하이닉스,196400₩,196500₩,192900₩,193300₩,1996780₩
2024-06-04,삼성전자,74900₩,76100₩,74900₩,75300₩,14098053₩
2024-06-04,AMD,162.8400$,164.8300$,158.8729$,159.9900$,48157209$
2024-06-05,삼성전자,78000₩,78000₩,76800₩,77400₩,23177968₩
2024-06-05,SK하이닉스,189400₩,195200₩,188800₩,193700₩,2709631₩
2024-06-05,NVIDIA,118.3613$,122.4395$,117.4584$,122.4300$,52840178$
2024-06-05,AMD,162.0700$,167.1200$,161.3800$,166.1700$,60507494$
2024-06-06,NVIDIA,124.0378$,125.5767$,118.3103$,120.9881$,66469619$
2024-06-06,AMD,165.4600$,169.5100$,163.8600$,166.7800$,47153676$
2024-06-07,삼성전자,78400₩,78600₩,77100₩,77300₩,21189348₩
2024-06-07,NVIDIA,119.7602$,121.6817$,118.0123$,120.8781$,41238580$
2024-06-07,AMD,166.5900$,169.4500$,165.8600$,167.8700$,44795998$
2024-06-07,SK하이닉스,199500₩,207500₩,197300₩,207500₩,4805326₩
2024-06-10,SK하이닉스,206000₩,209500₩,205000₩,208000₩,2448961₩
2024-06-10,삼성전자,76100₩,76600₩,75600₩,75700₩,14598755₩
2024-06-10,AMD,162.4800$,165.5500$,159.6100$,160.3400$,67575627$
2024-06-10,NVIDIA,120.3601$,195.9339$,117.0004$,121.7800$,314162650$
2024-06-11,AMD,160.5000$,161.5400$,156.9200$,158.9600$,40497092$
2024-06-11,SK하이닉스,210000₩,215000₩,206000₩,212500₩,3070163₩
2024-06-11,NVIDIA,121.7700$,122.8700$,118.7400$,120.9100$,222551158$
2024-06-11,삼성전자,75900₩,76000₩,75100₩,75200₩,16971176₩
2024-06-12,NVIDIA,123.0600$,126.8800$,122.5700$,125.2000$,299595001$
2024-06-12,SK하이닉스,212000₩,216000₩,211000₩,215000₩,2151331₩
2024-06-12,삼성전자,75300₩,77100₩,75200₩,76500₩,19246724₩
2024-06-12,AMD,160.3200$,162.2400$,158.6200$,160.2400$,48325813$
2024-06-13,NVIDIA,129.3900$,129.8000$,127.1600$,129.6100$,260704537$
2024-06-13,AMD,160.4000$,162.6600$,157.3100$,159.9000$,44442511$
2024-06-13,SK하이닉스,226000₩,226500₩,219000₩,222000₩,5777279₩
2024-06-13,삼성전자,78400₩,79000₩,77800₩,78600₩,33763804₩
2024-06-14,AMD,158.5000$,161.3399$,157.6100$,159.6300$,34054023$
2024-06-14,NVIDIA,129.9600$,132.8400$,128.3200$,131.8800$,309320376$
2024-06-14,SK하이닉스,225000₩,225000₩,216000₩,221000₩,3311223₩
2024-06-14,삼성전자,79700₩,80500₩,79000₩,79600₩,22926612₩
